순번,발급사,BIN,전표인자명,개인/법인,브랜드,신용/체크,등록/수정일자,변경사항,비고
1,신한카드,200001,신한카드,개인,로컬,신용,,,
2,신한카드,200002,신한카드,개인,로컬,신용,,,
3,신한카드,200003,신한카드,개인,로컬,신용,,,
4,신한카드,200004,신한카드,개인,로컬,신용,,,
5,신한카드,200005,신한카드,개인,로컬,신용,,,
6,신한카드,200006,신한카드,개인,로컬,신용,,,
7,신한카드,200007,신한카드,개인,로컬,신용,,,
8,신한카드,200008,신한카드,개인,로컬,신용,,,
9,신한카드,200009,신한카드,개인,로컬,신용,,,
10,신한카드,200010,신한카드,개인,로컬,신용,,,
11,신한카드,200011,신한카드,개인,로컬,신용,,,
12,신한카드,200012,신한카드,개인,로컬,신용,,,
13,신한카드,200013,신한카드,개인,로컬,신용,,,
14,신한카드,200014,신한카드,개인,로컬,신용,,,
15,신한카드,200015,신한카드,개인,로컬,신용,,,
16,신한카드,200016,신한카드,개인,로컬,신용,,,
17,신한카드,200017,신한카드,개인,로컬,신용,,,
18,신한카드,200018,신한카드,개인,로컬,신용,,,
19,신한카드,200019,신한카드,개인,로컬,신용,,,
20,신한카드,200020,신한카드,개인,로컬,신용,,,
21,신한카드,200021,신한카드,개인,로컬,신용,,,
22,신한카드,200022,신한카드,개인,로컬,신용,,,
23,신한카드,200023,신한카드,개인,로컬,신용,,,
24,신한카드,200024,신한카드,개인,로컬,신용,,,
25,신한카드,200025,신한카드,개인,로컬,신용,,,
26,신한카드,200026,신한카드,개인,로컬,신용,,,
27,신한카드,200027,신한카드,개인,로컬,신용,,,
28,신한카드,200028,신한카드,개인,로컬,신용,,,
29,신한카드,200029,신한카드,개인,로컬,신용,,,
30,신한카드,200030,신한카드,개인,로컬,신용,,,
31,신한카드,200031,신한카드,개인,로컬,신용,,,
32,신한카드,200032,신한카드,개인,로컬,신용,,,
33,신한카드,200033,신한카드,개인,로컬,신용,,,
34,신한카드,200034,신한카드,개인,로컬,신용,,,
35,신한카드,200035,신한카드,개인,로컬,신용,,,
36,신한카드,200036,신한카드,개인,로컬,신용,,,
37,신한카드,200037,신한카드,개인,로컬,신용,,,
38,신한카드,200038,신한카드,개인,로컬,신용,,,
39,신한카드,200039,신한카드,개인,로컬,신용,,,
40,신한카드,200040,신한카드,개인,로컬,신용,,,
41,신한카드,200041,신한카드,개인,로컬,신용,,,
42,신한카드,200042,신한카드,개인,로컬,신용,,,
43,신한카드,200043,신한카드,개인,로컬,신용,,,
44,신한카드,200044,신한카드,개인,로컬,신용,,,
45,신한카드,200045,신한카드,개인,로컬,신용,,,
46,신한카드,200046,신한카드,개인,로컬,신용,,,
47,신한카드,200047,신한카드,개인,로컬,신용,,,
48,신한카드,200048,신한카드,개인,로컬,신용,,,
49,신한카드,200049,신한카드,개인,로컬,신용,,,
50,신한카드,200050,신한카드,개인,로컬,신용,,,
51,신한카드,200051,신한카드,개인,로컬,신용,,,
52,신한카드,200052,신한카드,개인,로컬,신용,,,
53,신한카드,200053,신한카드,개인,로컬,신용,,,
54,신한카드,200054,신한카드,개인,로컬,신용,,,
55,신한카드,200055,신한카드,개인,로컬,신용,,,
56,신한카드,200056,신한카드,개인,로컬,신용,,,
57,신한카드,200057,신한카드,개인,로컬,신용,,,
58,신한카드,200058,신한카드,개인,로컬,신용,,,
59,신한카드,200059,신한카드,개인,로컬,신용,,,
60,신한카드,200060,신한카드,개인,로컬,신용,,,
61,신한카드,200061,신한카드,개인,로컬,신용,,,
62,신한카드,200062,신한카드,개인,로컬,신용,,,
63,신한카드,200063,신한카드,개인,로컬,신용,,,
64,신한카드,200064,신한카드,개인,로컬,신용,,,
65,신한카드,200065,신한카드,개인,로컬,신용,,,
66,신한카드,200066,신한카드,개인,로컬,신용,,,
67,신한카드,200067,신한카드,개인,로컬,신용,,,
68,신한카드,200068,신한카드,개인,로컬,신용,,,
69,신한카드,200069,신한카드,개인,로컬,신용,,,
70,신한카드,200070,신한카드,개인,로컬,신용,,,
71,신한카드,200071,신한카드,개인,로컬,신용,,,
72,신한카드,200072,신한카드,개인,로컬,신용,,,
73,신한카드,200073,신한카드,개인,로컬,신용,,,
74,신한카드,200074,신한카드,개인,로컬,신용,,,
75,신한카드,200075,신한카드,개인,로컬,신용,,,
76,신한카드,200076,신한카드,개인,로컬,신용,,,
77,신한카드,200077,신한카드,개인,로컬,신용,,,
78,신한카드,200078,신한카드,개인,로컬,신용,,,
79,신한카드,200079,신한카드,개인,로컬,신용,,,
80,신한카드,200080,신한카드,개인,로컬,신용,,,
81,신한카드,200081,신한카드,개인,로컬,신용,,,
82,신한카드,200082,신한카드,개인,로컬,신용,,,
83,신한카드,200083,신한카드,개인,로컬,신용,,,
84,신한카드,200084,신한카드,개인,로컬,신용,,,
85,신한카드,200085,신한카드,개인,로컬,신용,,,
86,신한카드,200086,신한카드,개인,로컬,신용,,,
87,신한카드,200087,신한카드,개인,로컬,신용,,,
88,신한카드,200088,신한카드,개인,로컬,신용,,,
89,신한카드,200089,신한카드,개인,로컬,신용,,,
90,신한카드,200090,신한카드,개인,로컬,신용,,,
91,신한카드,200091,신한카드,개인,로컬,신용,,,
92,신한카드,200092,신한카드,개인,로컬,신용,,,
93,신한카드,200093,신한카드,개인,로컬,신용,,,
94,신한카드,200094,신한카드,개인,로컬,신용,,,
95,신한카드,200095,신한카드,개인,로컬,신용,,,
96,신한카드,200096,신한카드,개인,로컬,신용,,,
97,신한카드,200097,신한카드,개인,로컬,신용,,,
98,신한카드,200098,신한카드,개인,로컬,신용,,,
99,신한카드,200099,신한카드,개인,로컬,신용,,,
100,신한카드,205001,신한카드,개인,로컬,신용,,,
101,신한카드,205002,신한카드,개인,로컬,신용,,,
102,신한카드,205003,신한카드,개인,로컬,신용,,,
103,신한카드,205004,신한카드,개인,로컬,신용,,,
104,신한카드,205005,신한카드,개인,로컬,신용,,,
105,신한카드,205006,신한카드,개인,로컬,신용,,,
106,신한카드,205007,신한카드,개인,로컬,신용,,,
107,신한카드,205008,신한카드,개인,로컬,신용,,,
108,신한카드,205009,신한카드,개인,로컬,신용,,,
109,신한카드,205010,신한카드,개인,로컬,신용,,,
110,신한카드,205011,신한카드,개인,로컬,신용,,,
111,신한카드,205012,신한카드,개인,로컬,신용,,,
112,신한카드,205013,신한카드,개인,로컬,신용,,,
113,신한카드,205014,신한카드,개인,로컬,신용,,,
114,신한카드,205015,신한카드,개인,로컬,신용,,,
115,신한카드,205016,신한카드,개인,로컬,신용,,,
116,신한카드,205017,신한카드,개인,로컬,신용,,,
117,신한카드,205018,신한카드,개인,로컬,신용,,,
118,신한카드,205019,신한카드,개인,로컬,신용,,,
119,신한카드,205020,신한카드,개인,로컬,신용,,,
120,신한카드,205021,신한카드,개인,로컬,신용,,,
121,신한카드,205022,신한카드,개인,로컬,신용,,,
122,신한카드,205023,신한카드,개인,로컬,신용,,,
123,신한카드,205024,신한카드,개인,로컬,신용,,,
124,신한카드,205025,신한카드,개인,로컬,신용,,,
125,신한카드,205026,신한카드,개인,로컬,신용,,,
126,신한카드,205027,신한카드,개인,로컬,신용,,,
127,신한카드,205028,신한카드,개인,로컬,신용,,,
128,신한카드,205029,신한카드,개인,로컬,신용,,,
129,신한카드,205030,신한카드,개인,로컬,신용,,,
130,신한카드,205031,신한카드,개인,로컬,신용,,,
131,신한카드,205032,신한카드,개인,로컬,신용,,,
132,신한카드,205033,신한카드,개인,로컬,신용,,,
133,신한카드,205034,신한카드,개인,로컬,신용,,,
134,신한카드,205035,신한카드,개인,로컬,신용,,,
135,신한카드,205036,신한카드,개인,로컬,신용,,,
136,신한카드,205037,신한카드,개인,로컬,신용,,,
137,신한카드,205038,신한카드,개인,로컬,신용,,,
138,신한카드,205039,신한카드,개인,로컬,신용,,,
139,신한카드,205040,신한카드,개인,로컬,신용,,,
140,신한카드,205041,신한카드,개인,로컬,신용,,,
141,신한카드,205042,신한카드,개인,로컬,신용,,,
142,신한카드,205043,신한카드,개인,로컬,신용,,,
143,신한카드,205044,신한카드,개인,로컬,신용,,,
144,신한카드,205045,신한카드,개인,로컬,신용,,,
145,신한카드,205046,신한카드,개인,로컬,신용,,,
146,신한카드,205047,신한카드,개인,로컬,신용,,,
147,신한카드,205048,신한카드,개인,로컬,신용,,,
148,신한카드,205049,신한카드,개인,로컬,신용,,,
149,신한카드,205050,신한카드,개인,로컬,신용,,,
150,신한카드,205051,신한카드,개인,로컬,신용,,,
151,신한카드,205052,신한카드,개인,로컬,신용,,,
152,신한카드,205053,신한카드,개인,로컬,신용,,,
153,신한카드,205054,신한카드,개인,로컬,신용,,,
154,신한카드,205055,신한카드,개인,로컬,신용,,,
155,신한카드,205056,신한카드,개인,로컬,신용,,,
156,신한카드,205057,신한카드,개인,로컬,신용,,,
157,신한카드,205058,신한카드,개인,로컬,신용,,,
158,신한카드,205059,신한카드,개인,로컬,신용,,,
159,신한카드,205060,신한카드,개인,로컬,신용,,,
160,신한카드,205061,신한카드,개인,로컬,신용,,,
161,신한카드,205062,신한카드,개인,로컬,신용,,,
162,신한카드,205063,신한카드,개인,로컬,신용,,,
163,신한카드,205064,신한카드,개인,로컬,신용,,,
164,신한카드,205065,신한카드,개인,로컬,신용,,,
165,신한카드,205066,신한카드,개인,로컬,신용,,,
166,신한카드,205067,신한카드,개인,로컬,신용,,,
167,신한카드,205068,신한카드,개인,로컬,신용,,,
168,신한카드,205069,신한카드,개인,로컬,신용,,,
169,신한카드,205070,신한카드,개인,로컬,신용,,,
170,신한카드,205071,신한카드,개인,로컬,신용,,,
171,신한카드,205072,신한카드,개인,로컬,신용,,,
172,신한카드,205073,신한카드,개인,로컬,신용,,,
173,신한카드,205074,신한카드,개인,로컬,신용,,,
174,신한카드,205075,신한카드,개인,로컬,신용,,,
175,신한카드,205076,신한카드,개인,로컬,신용,,,
176,신한카드,205077,신한카드,개인,로컬,신용,,,
177,신한카드,205078,신한카드,개인,로컬,신용,,,
178,신한카드,205079,신한카드,개인,로컬,신용,,,
179,신한카드,205080,신한카드,개인,로컬,신용,,,
180,신한카드,205081,신한카드,개인,로컬,신용,,,
181,신한카드,205082,신한카드,개인,로컬,신용,,,
182,신한카드,205083,신한카드,개인,로컬,신용,,,
183,신한카드,205084,신한카드,개인,로컬,신용,,,
184,신한카드,205085,신한카드,개인,로컬,신용,,,
185,신한카드,205086,신한카드,개인,로컬,신용,,,
186,신한카드,205087,신한카드,개인,로컬,신용,,,
187,신한카드,205088,신한카드,개인,로컬,신용,,,
188,신한카드,205089,신한카드,개인,로컬,신용,,,
189,신한카드,205090,신한카드,개인,로컬,신용,,,
190,신한카드,205091,신한카드,개인,로컬,신용,,,
191,신한카드,205092,신한카드,개인,로컬,신용,,,
192,신한카드,205093,신한카드,개인,로컬,신용,,,
193,신한카드,205094,신한카드,개인,로컬,신용,,,
194,신한카드,205095,신한카드,개인,로컬,신용,,,
195,신한카드,205096,신한카드,개인,로컬,신용,,,
196,신한카드,205097,신한카드,개인,로컬,신용,,,
197,신한카드,205098,신한카드,개인,로컬,신용,,,
198,신한카드,205099,신한카드,개인,로컬,신용,,,
199,삼성카드,209304,삼성카드,개인,로컬,신용,,,
200,KB국민카드,222879,KB국민카드,개인,마스터,신용,,,
201,삼성카드,222884,삼성 마스터,개인,마스터,신용,2024.11,삭제,
202,광주은행,223152,광주신용,법인,마스터,신용,,,
203,BC카드,356003,BC 카드,개인,JCB,신용,,,
204,BC카드,356006,BC 카드,개인,JCB,신용,,,
205,BC카드,356011,NH비씨카드,개인,JCB,신용,,,
206,BC카드,356012,NH비씨카드,개인,JCB,신용,,,
207,BC카드,356020,비씨카드,개인,JCB,신용,,,
208,BC카드,356021,신한비씨카드,개인,JCB,신용,,,
209,BC카드,356022,우리카드,개인,JCB,신용,,,우리BC카드
210,BC카드,356023,SC비씨카드,개인,JCB,신용,,,
211,BC카드,356024,우리카드,개인,JCB,신용,,,우리BC카드
212,BC카드,356025,하나SK비씨카드,개인,JCB,신용,,,
213,BC카드,356027,씨티비씨카드,개인,JCB,신용,,,
214,BC카드,356031,대구비씨카드,개인,JCB,신용,,,
215,BC카드,356032,부산비씨카드,개인,JCB,신용,,,
216,BC카드,356036,씨티비씨카드,개인,JCB,신용,,,
217,BC카드,356039,경남비씨카드,개인,JCB,신용,,,
218,신한카드,356078,신한카드,개인,JCB,신용,,,
219,신한카드,356087,신한카드,개인,JCB,신용,,,
220,BC카드,356234,우리카드,개인,JCB,신용,,,우리BC카드
221,BC카드,356283,우리카드,개인,JCB,신용,,,우리BC카드
222,신한카드,356290,신한카드법인,법인,JCB,신용,,,
223,신한카드,356291,신한카드,개인,JCB,신용,,,
224,신한카드,356292,신한카드,개인,JCB,신용,,,
225,신한카드,356293,신한카드,개인,JCB,신용,,,
226,신한카드,356294,신한카드,개인,JCB,신용,,,
227,신한카드,356295,신한카드,개인,JCB,신용,,,
228,신한카드,356296,신한카드체크,개인,JCB,체크,,,
229,신한카드,356297,신한JCB개인,개인,JCB,신용,,,
230,신한카드,356298,신한JCB법인,법인,JCB,신용,,,
231,BC카드,356303,BC 카드,개인,JCB,신용,,,
232,BC카드,356306,BC 카드,개인,JCB,신용,,,
233,BC카드,356311,NH비씨카드,개인,JCB,신용,,,
234,BC카드,356312,NH비씨카드,개인,JCB,신용,,,
235,NH농협카드,356316,NH카드,개인,JCB,신용,,,
236,NH농협카드,356317,NH카드,개인,JCB,신용,,,
237,BC카드,356320,비씨카드,개인,JCB,신용,,,
238,BC카드,356321,신한비씨카드,개인,JCB,신용,,,
239,BC카드,356322,우리카드,개인,JCB,신용,,,우리BC카드
240,BC카드,356323,SC비씨카드,개인,JCB,신용,,,
241,BC카드,356324,우리카드,개인,JCB,신용,,,우리BC카드
242,BC카드,356325,하나SK비씨카드,법인,JCB,신용,,,
243,BC카드,356327,씨티비씨카드,개인,JCB,신용,,,
244,BC카드,356331,대구비씨카드,개인,JCB,신용,,,
245,BC카드,356332,부산비씨카드,개인,JCB,신용,,,
246,BC카드,356336,씨티비씨카드,개인,JCB,신용,,,
247,BC카드,356339,경남비씨카드,개인,JCB,신용,,,
248,KB국민카드,356406,KB국민카드,개인,JCB,신용,,,
249,KB국민카드,356407,KB국민카드,개인,JCB,신용,,,
250,KB국민카드,356413,KB국민카드,개인,JCB,신용,,,
251,KB국민카드,356414,KB국민카드,개인,JCB,신용,,,
252,KB국민카드,356415,KB국민카드,개인,JCB,신용,,,
253,KB국민카드,356416,KB국민카드,개인,JCB,신용,,,
254,KB국민카드,356417,KB국민카드,개인,JCB,신용,,,
255,KB국민카드,356454,KB국민카드,개인,JCB,신용,,,
256,NH농협카드,356478,NH Platinum,개인,JCB,신용,,,
257,NH농협카드,356479,NH Platinum,개인,JCB,신용,,,
258,BC카드,356503,IBK비씨카드,법인,JCB,신용,,,
259,BC카드,356506,KB국민비씨카드,법인,JCB,신용,,,
260,BC카드,356511,NH농협비씨카드,법인,JCB,신용,,,
261,BC카드,356512,NH농협비씨카드,법인,JCB,신용,,,
262,NH농협카드,356516,NH카드,개인,JCB,신용,,,
263,NH농협카드,356517,NH카드,개인,JCB,신용,,,
264,BC카드,356520,비씨카드,법인,JCB,신용,,,
265,BC카드,356521,신한비씨카드,법인,JCB,신용,,,
266,신한카드,356522,신한카드,개인,JCB,신용,,,
267,BC카드,356523,SC비씨카드,법인,JCB,신용,,,
268,BC카드,356527,씨티비씨카드,법인,JCB,신용,,,
269,BC카드,356531,대구비씨카드,법인,JCB,신용,,,
270,BC카드,356532,부산비씨카드,법인,JCB,신용,,,
271,BC카드,356534,부산비씨카드,법인,JCB,신용,,,
272,BC카드,356539,경남비씨카드,법인,JCB,신용,,,
273,하나카드,356543,하나카드,개인,JCB,신용,,,
274,하나카드,356544,하나기업,법인,JCB,신용,,,
275,하나카드,356545,하나카드,개인,JCB,신용,,,
276,NH농협카드,356686,NH카드,개인,JCB,신용,,,
277,NH농협카드,356687,NH카드,개인,JCB,신용,,,
278,NH농협카드,356716,NH카드,개인,JCB,신용,,,
279,NH농협카드,356717,NH카드,개인,JCB,신용,,,
280,롯데카드,356744,롯데법인카드,법인,JCB,신용,,,
281,롯데카드,356745,롯데법인카드,법인,JCB,신용,,,
282,하나카드,356747,하나카드,개인,JCB,신용,,,
283,하나카드,356748,하나기업,법인,JCB,신용,,,
284,하나카드,356800,하나카드,개인,JCB,신용,,,
285,하나카드,356801,하나카드,개인,JCB,신용,,,
286,하나카드,356802,하나기업,법인,JCB,신용,,,
287,하나카드,356803,하나기업,법인,JCB,신용,,,
288,BC카드,356820,우리카드,개인,JCB,신용,,,우리BC카드
289,NH농협카드,356823,NH Platinum,개인,JCB,신용,,,
290,NH농협카드,356824,NH Platinum,개인,JCB,신용,,,
291,BC카드,356878,신한비씨카드,개인,JCB,신용,,,
292,신한카드,356900,신한카드,개인,JCB,신용,,,
293,신한카드,356901,신한카드,개인,JCB,신용,,,
294,신한카드,356902,신한카드법인,법인,JCB,신용,,,
295,신한카드,356904,신한카드,개인,JCB,신용,,,
296,신한카드,356905,신한카드,개인,JCB,신용,,,
297,신한카드,356906,신한카드,개인,JCB,신용,,,
298,신한카드,356907,CJ ONE,개인,JCB,신용,,,
299,신한카드,356908,신한 플래티늄,개인,JCB,신용,,,
300,KB국민카드,356910,KB 기업카드,법인,JCB,신용,,,
301,KB국민카드,356911,KB국민카드,개인,JCB,신용,,,
302,KB국민카드,356912,KB국민카드,개인,JCB,신용,,,
303,롯데카드,356914,롯데카드,개인,JCB,신용,,,
304,롯데카드,356915,롯데카드,개인,JCB,신용,,,
305,롯데카드,356916,롯데법인카드,법인,JCB,신용,,,
306,BC카드,356920,우리카드,개인,JCB,신용,,,우리BC카드
307,BC카드,356932,부산비씨카드,법인,JCB,신용,,,
308,BC카드,356978,신한비씨카드,개인,JCB,신용,,,
309,BC카드,356979,신한비씨카드,법인,JCB,신용,,,
310,하나카드,357104,하나체크카드,개인,JCB,체크,,,
311,NH농협카드,357116,NH체크카드,개인,JCB,체크,,,
312,NH농협카드,357117,NH체크카드,개인,JCB,체크,,,
313,NH농협카드,357118,NH체크카드,개인,JCB,체크,,,
314,NH농협카드,357119,NH체크카드,개인,JCB,체크,,,
315,현대카드,360043,현대다이너스,개인,다이너스,신용,,,
316,현대카드,360069,현대다이너스,개인,다이너스,신용,,,
317,현대카드,361246,현대다이너스,개인,다이너스,신용,,,
318,현대카드,361247,현대다이너스,개인,다이너스,신용,,,
319,현대카드,361248,현대다이너스,개인,다이너스,신용,,,
320,현대카드,361650,현대다이너스,개인,다이너스,신용,,,
321,현대카드,361651,현대다이너스,개인,다이너스,신용,,,
322,현대카드,361652,현대다이너스,개인,다이너스,신용,,,
323,현대카드,361653,현대다이너스,개인,다이너스,신용,,,
324,현대카드,361654,현대다이너스,개인,다이너스,신용,,,
325,현대카드,364124,현대다이너스,개인,다이너스,신용,,,
326,현대카드,364125,현대다이너스,개인,다이너스,신용,,,
327,현대카드,364178,현대다이너스,개인,다이너스,신용,,,
328,현대카드,364445,현대다이너스,개인,다이너스,신용,,,
329,현대카드,364681,현대다이너스,개인,다이너스,신용,,,
330,현대카드,364682,현대다이너스,개인,다이너스,신용,,,
331,현대카드,364683,현대다이너스,개인,다이너스,신용,,,
332,현대카드,364828,현대다이너스,개인,다이너스,신용,,,
333,현대카드,364829,현대다이너스,개인,다이너스,신용,,,
334,현대카드,364830,현대다이너스,개인,다이너스,신용,,,
335,현대카드,365405,현대다이너스,개인,다이너스,신용,,,
336,현대카드,365431,현대다이너스,개인,다이너스,신용,,,
337,현대카드,365573,현대다이너스,개인,다이너스,신용,,,
338,현대카드,365574,현대다이너스,개인,다이너스,신용,,,
339,현대카드,365645,현대다이너스,개인,다이너스,신용,,,
340,현대카드,365646,현대다이너스,개인,다이너스,신용,,,
341,현대카드,370299,현대아멕스개인,개인,아멕스,신용,,,
342,현대카드,370300,현대아멕스개인,개인,아멕스,신용,,,
343,현대카드,370301,현대아멕스법인,법인,아멕스,신용,,,
344,KB국민카드,370302,KB국민카드,개인,아멕스,신용,,,
345,하나카드,371001,하나카드,개인,아멕스,신용,,,
346,하나카드,371002,하나카드,개인,아멕스,신용,,,
347,하나카드,371003,하나기업,법인,아멕스,신용,,,
348,현대카드,37466402,현대아멕스법인,법인,아멕스,신용,,,
349,현대카드,37466403,현대아멕스법인,법인,아멕스,신용,,,
350,현대카드,37466404,현대아멕스법인,법인,아멕스,신용,,,
351,하나카드,374722,하나기업,법인,아멕스,신용,,,
352,하나카드,374723,하나기업,법인,아멕스,신용,,,
353,하나카드,374724,하나카드,법인,아멕스,신용,,,
354,KB국민카드,374725,KB국민카드,개인,아멕스,신용,,,
355,KB국민카드,375144,KB국민카드,개인,아멕스,신용,,,
356,KB국민카드,375145,KB국민카드,개인,아멕스,신용,,,
357,롯데카드,376250,롯데카드,개인,아멕스,신용,,,
358,롯데카드,376251,롯데카드,개인,아멕스,신용,,,
359,롯데카드,376252,롯데카드,개인,아멕스,신용,,,
360,롯데카드,376253,롯데카드,개인,아멕스,신용,,,
361,롯데카드,376254,롯데카드,개인,아멕스,신용,,,
362,롯데카드,376255,롯데카드,개인,아멕스,신용,,,
363,롯데카드,376256,롯데카드,개인,아멕스,신용,,,
364,롯데카드,376257,롯데카드,개인,아멕스,신용,,,
365,롯데카드,376258,롯데카드,개인,아멕스,신용,,,
366,롯데카드,376259,롯데카드,개인,아멕스,신용,,,
367,롯데카드,376260,롯데법인카드,법인,아멕스,신용,,,
368,롯데카드,376261,롯데법인카드,법인,아멕스,신용,,,
369,롯데카드,376262,롯데법인카드,법인,아멕스,신용,,,
370,롯데카드,376263,롯데법인카드,법인,아멕스,신용,,,
371,롯데카드,376264,롯데법인카드,법인,아멕스,신용,,,
372,롯데카드,376265,롯데법인카드,법인,아멕스,신용,,,
373,롯데카드,376266,롯데법인카드,법인,아멕스,신용,,,
374,롯데카드,376267,롯데법인카드,법인,아멕스,신용,,,
375,롯데카드,376268,롯데법인카드,법인,아멕스,신용,,,
376,롯데카드,376269,롯데법인카드,법인,아멕스,신용,,,
377,롯데카드,376270,롯데카드,개인,아멕스,신용,,,
378,롯데카드,376271,롯데카드,개인,아멕스,신용,,,
379,롯데카드,376272,롯데카드,개인,아멕스,신용,,,
380,롯데카드,376273,롯데카드,개인,아멕스,신용,,,
381,롯데카드,376274,롯데카드,개인,아멕스,신용,,,
382,롯데카드,376275,롯데카드,개인,아멕스,신용,,,
383,롯데카드,376276,롯데카드,개인,아멕스,신용,,,
384,롯데카드,376277,롯데카드,개인,아멕스,신용,,,
385,롯데카드,376278,롯데카드,개인,아멕스,신용,,,
386,롯데카드,376279,롯데카드,개인,아멕스,신용,,,
387,롯데카드,376290,롯데카드,개인,아멕스,신용,,,
388,롯데카드,376291,롯데법인카드,법인,아멕스,신용,,,
389,롯데카드,376292,롯데카드,개인,아멕스,신용,,,
390,삼성카드,376293,삼성아멕스,개인,아멕스,신용,,,
391,KB국민카드,376364,KB국민카드,개인,아멕스,신용,,,
392,KB국민카드,376365,KB국민카드,개인,아멕스,신용,,,
393,신한카드,377177,신한카드개인,개인,아멕스,신용,,,
394,신한카드,377178,신한카드개인,개인,아멕스,신용,,,
395,BC카드,377328,비씨카드,개인,아멕스,신용,,,
396,BC카드,377345,대구비씨카드,개인,아멕스,신용,,,
397,BC카드,377346,대구비씨카드,개인,아멕스,신용,,,
398,BC카드,377374,비씨카드,개인,아멕스,신용,,,
399,하나카드,377966,하나카드,개인,아멕스,신용,,,
400,하나카드,377969,하나선불,개인,아멕스,기프트,,,
401,롯데카드,377973,롯데플래티늄,개인,아멕스,신용,,,
402,신한카드,377981,신한카드,개인,아멕스,신용,,,
403,신한카드,377982,신한카드,개인,아멕스,신용,,,
404,신한카드,377983,신한카드,개인,아멕스,신용,,,
405,신한카드,377985,신한카드법인,법인,아멕스,신용,,,
406,신한카드,377988,신한카드,개인,아멕스,신용,,,
407,삼성카드,377989,삼성아멕스,개인,아멕스,신용,,,
408,롯데카드,377990,롯데카드,개인,아멕스,신용,,,
409,롯데카드,377991,롯데카드,개인,아멕스,신용,,,
410,롯데카드,377992,롯데카드,개인,아멕스,신용,,,
411,롯데카드,377993,롯데카드,개인,아멕스,신용,,,
412,롯데카드,377994,롯데카드,개인,아멕스,신용,,,
413,롯데카드,377995,롯데카드,개인,아멕스,신용,,,
414,롯데카드,377996,롯데카드,개인,아멕스,신용,,,
415,롯데카드,377997,롯데카드,개인,아멕스,신용,,,
416,롯데카드,377998,롯데카드,개인,아멕스,신용,,,
417,롯데카드,377999,롯데카드,개인,아멕스,신용,,,
418,삼성카드,379183,삼성아멕스,개인,아멕스,신용,,,
419,삼성카드,379184,삼성아멕스법인,법인,아멕스,신용,,,
420,하나카드,379192,하나카드,개인,아멕스,신용,,,
421,하나카드,379193,하나기업,법인,아멕스,신용,,,
422,삼성카드,379194,삼성아멕스,개인,아멕스,신용,,,
423,롯데카드,379220,롯데법인카드,법인,아멕스,신용,,,
424,BC카드,379348,경남비씨카드,개인,아멕스,신용,,,
425,BC카드,379349,경남비씨카드,개인,아멕스,신용,,,
426,BC카드,379350,부산비씨카드,개인,아멕스,신용,,,
427,BC카드,379351,부산비씨카드,개인,아멕스,신용,,,
428,롯데카드,379557,롯데카드,개인,아멕스,신용,,,
429,신한카드,379907,신한카드,개인,아멕스,신용,,,
430,하나카드,379909,하나카드,개인,아멕스,신용,,,
431,하나카드,379910,하나카드,개인,아멕스,신용,,,
432,하나카드,379971,하나카드,개인,아멕스,신용,,,
433,신한카드,379985,신한카드,개인,아멕스,신용,,,
434,BC카드,40022351,SC비씨카드,개인,비자,신용,,,
435,BC카드,40022360,SC비씨카드,개인,비자,신용,,,
436,BC카드,40022361,SC비씨카드,개인,비자,신용,,,
437,BC카드,40022362,SC비씨카드,개인,비자,신용,,,
438,BC카드,40022363,SC비씨카드,개인,비자,신용,,,
439,BC카드,40022364,SC비씨카드,개인,비자,신용,,,
440,씨티카드,400569,씨티체크,개인,비자,체크,,,
441,BC카드,400674,우리체크,개인,비자,체크,,,우리BC카드
442,KB국민카드,400696,KB 기업카드,법인,비자,신용,,,
443,신한카드,400772,신한카드체크,개인,비자,체크,,,
444,신한카드,400904,신한카드법인,법인,비자,신용,,,
445,신한카드,400905,신한카드,개인,비자,신용,,,
446,신한카드,400906,신한카드,개인,비자,신용,,,
447,삼성카드,400907,삼성비자법인,법인,비자,신용,,,
448,삼성카드,400908,삼성비자,개인,비자,신용,,,
449,삼성카드,400909,삼성비자,개인,비자,신용,,,
450,삼성카드,400910,삼성비자,개인,비자,신용,,,
451,삼성카드,400911,삼성비자,개인,비자,신용,,,
452,삼성카드,400912,삼성비자,개인,비자,신용,,,
453,삼성카드,400913,삼성비자,개인,비자,신용,,,
454,신한카드,400933,신한카드,개인,비자,신용,,,
455,삼성카드,400951,삼성비자,개인,비자,신용,,,
456,하나카드,400978,하나카드,개인,비자,신용,,,
457,BC카드,401278,신한비씨카드,개인,비자,신용,,,
458,BC카드,401320,우리카드,개인,비자,신용,,,우리BC카드
459,BC카드,401570,우리카드,개인,비자,신용,,,우리BC카드
460,BC카드,401571,우리카드,개인,비자,신용,,,우리BC카드
461,삼성카드,401584,삼성비자,개인,비자,신용,,,
462,롯데카드,401585,롯데카드,개인,비자,신용,,,
463,BC카드,401678,신한비씨체크,개인,비자,체크,,,
464,현대카드,401762,현대비자개인,개인,비자,신용,,,
465,현대카드,401787,현대비자개인,개인,비자,신용,,,
466,신한카드,401844,신한카드법인,법인,비자,신용,,,
467,현대카드,401895,현대비자법인,법인,비자,신용,,,
468,씨티카드,401898,씨티카드,개인,비자,신용,,,
469,현대카드,402017,현대비자개인,개인,비자,신용,,,
470,현대카드,402072,현대비자개인,개인,비자,신용,,,
