순번,발급사,BIN,전표인자명,개인/법인,브랜드,신용/체크,등록/수정일자,변경사항,비고
1818,NH농협카드,626344,NH체크카드,개인,은련,체크,,,
1819,하나카드,626399,하나기업,법인,은련,신용,,,
1820,하나카드,626400,하나기업체크,법인,은련,체크,,,
1821,KB국민카드,626402,KB체크기업카드,법인,은련,체크,,,
1822,하나카드,626409,하나카드,법인,은련,신용,,,
1823,BC카드,626415,IBK비씨카드,법인,은련,신용,,,
1824,BC카드,626416,IBK비씨카드,법인,은련,신용,,,
1825,BC카드,626422,우체국체크,법인,은련,체크,,,
1826,BC카드,626426,우리카드,법인,은련,신용,,,우리BC카드
1827,BC카드,628180,비씨체크카드,개인,마스터,체크,,,
1828,BC카드,629141,SC비씨체크,개인,은련,체크,,,
1829,BC카드,636078,신한비씨체크,개인,마스터,체크,,,
1830,BC카드,636093,NH비씨체크,개인,마스터,체크,,,
1831,BC카드,636094,우리체크,개인,마스터,체크,,,우리BC카드
1832,BC카드,636095,신한비씨체크,개인,마스터,체크,,,
1833,BC카드,636189,하나SK비씨체크,개인,마스터,체크,,,
1834,BC카드,639339,부산비씨체크,개인,마스터,체크,,,
1835,BC카드,639578,신한비씨체크,개인,마스터,체크,,,
1836,삼성카드,639650,삼성마스타체크,개인,마스터,체크,,,
1837,BC카드,654103,IBK비씨카드,법인,은련,신용,,,
1838,BC카드,654106,KB국민비씨카드,법인,은련,신용,,,
1839,BC카드,654111,NH농협비씨카드,법인,로컬,신용,,,
1840,BC카드,654112,NH농협비씨카드,법인,로컬,신용,,,
1841,BC카드,654115,신한비씨카드,법인,은련,신용,,,
1842,제주은행,654116,제주카드,법인,은련,신용,,,
1843,수협은행,654117,수협카드,법인,은련,신용,,,
1844,BC카드,654120,우리카드,법인,은련,신용,,,우리BC카드
1845,BC카드,654123,SC비씨카드,법인,은련,신용,,,
1846,BC카드,654125,하나SK비씨카드,법인,은련,신용,,,
1847,BC카드,654131,대구비씨카드,법인,은련,신용,,,
1848,BC카드,654132,부산비씨카드,법인,은련,신용,,,
1849,BC카드,654139,경남비씨카드,법인,은련,신용,,,
1850,BC카드,654150,비씨카드,법인,은련,신용,,,
1851,BC카드,654203,IBK비씨카드,법인,은련,신용,,,
1852,BC카드,654206,KB국민비씨카드,법인,은련,신용,,,
1853,BC카드,654211,NH농협비씨카드,법인,로컬,신용,,,
1854,BC카드,654212,NH농협비씨카드,법인,로컬,신용,,,
1855,BC카드,654215,신한비씨카드,법인,은련,신용,,,
1856,BC카드,654220,우리카드,법인,은련,신용,,,우리BC카드
1857,BC카드,654223,SC비씨카드,법인,은련,신용,,,
1858,BC카드,654225,하나SK비씨카드,법인,은련,신용,,,
1859,BC카드,654231,대구비씨카드,법인,은련,신용,,,
1860,BC카드,654232,부산비씨카드,법인,은련,신용,,,
1861,BC카드,654239,경남비씨카드,법인,은련,신용,,,
1862,BC카드,654250,비씨카드,법인,은련,신용,,,
1863,BC카드,655603,비씨글로벌카드,개인,은련,신용,,,
1864,BC카드,655606,KB국민비씨카드,개인,은련,신용,,,
1865,BC카드,655611,NH비씨카드,개인,로컬,신용,,,
1866,BC카드,655612,NH비씨카드,개인,로컬,신용,,,
1867,BC카드,655614,우리카드,개인,은련,신용,,,우리BC카드
1868,BC카드,655615,신한비씨카드,개인,은련,신용,,,
1869,제주은행,655616,제주카드,개인,은련,신용,,,
1870,수협은행,655617,수협카드,개인,은련,신용,,,
1871,제주은행,655618,제주카드,개인,은련,신용,,,
1872,BC카드,655620,우리카드,개인,은련,신용,,,우리BC카드
1873,BC카드,655623,SC비씨카드,개인,은련,신용,,,
1874,BC카드,655625,하나SK비씨카드,개인,은련,신용,,,
1875,BC카드,655631,대구비씨카드,개인,은련,신용,,,
1876,BC카드,655632,부산비씨카드,개인,은련,신용,,,
1877,BC카드,655639,경남비씨카드,개인,은련,신용,,,
1878,BC카드,655650,비씨카드,개인,은련,신용,,,
1879,BC카드,655803,비씨글로벌카드,개인,은련,신용,,,
1880,BC카드,655806,KB국민비씨카드,개인,은련,신용,,,
1881,BC카드,655811,NH비씨카드,개인,로컬,신용,,,
1882,BC카드,655812,NH비씨카드,개인,로컬,신용,,,
1883,제주은행,655814,제주카드,개인,은련,신용,,,
1884,BC카드,655815,신한비씨카드,개인,은련,신용,,,
1885,제주은행,655816,제주카드,개인,은련,신용,,,
1886,수협은행,655817,수협카드,개인,은련,신용,,,
1887,제주은행,655818,제주카드,개인,은련,신용,,,
1888,BC카드,655820,우리카드,개인,은련,신용,,,우리BC카드
1889,BC카드,655823,SC비씨카드,개인,은련,신용,,,
1890,BC카드,655825,하나SK비씨카드,개인,은련,신용,,,
1891,BC카드,655831,대구비씨카드,개인,은련,신용,,,
1892,BC카드,655832,부산비씨카드,개인,은련,신용,,,
1893,BC카드,655839,경남비씨카드,개인,은련,신용,,,
1894,BC카드,655850,비씨카드,개인,은련,신용,,,
1895,제주은행,655916,제주카드,개인,은련,신용,,,
1896,제주은행,655918,제주카드,개인,은련,신용,,,
1897,BC카드,655920,우리카드,개인,은련,신용,,,우리BC카드
1898,제주은행,657016,제주체크,개인,은련,체크,,,
1899,제주은행,657018,제주체크,개인,은련,체크,,,
1900,BC카드,657020,우리체크,개인,은련,체크,,,우리BC카드
1901,BC카드,657031,대구비씨체크,개인,은련,체크,,,
1902,BC카드,657032,부산비씨체크,개인,은련,체크,,,
1903,BC카드,657039,경남비씨체크,개인,은련,체크,,,
1904,BC카드,657303,IBK비씨체크,개인,은련,체크,,,
1905,BC카드,657306,KB국민비씨체크,개인,은련,체크,,,
1906,BC카드,657311,NH농협비씨체크,개인,은련,체크,,,
1907,BC카드,657312,NH농협비씨체크,개인,은련,체크,,,
1908,BC카드,657314,우리체크,개인,은련,체크,,,우리BC카드
1909,BC카드,657315,신한비씨체크,개인,은련,체크,,,
1910,제주은행,657316,제주체크,개인,은련,체크,,,
1911,수협은행,657317,수협체크,개인,은련,체크,,,
1912,제주은행,657318,제주체크,개인,은련,체크,,,
1913,BC카드,657320,우리체크,개인,은련,체크,,,우리BC카드
1914,BC카드,657323,SC비씨체크,개인,은련,체크,,,
1915,BC카드,657325,하나SK비씨체크,개인,은련,체크,,,
1916,BC카드,657327,씨티비씨체크,개인,은련,체크,,,
1917,BC카드,657331,대구비씨체크,개인,은련,체크,,,
1918,BC카드,657332,부산비씨체크,개인,은련,체크,,,
1919,BC카드,657339,경남비씨체크,개인,은련,체크,,,
1920,BC카드,657350,비씨체크카드,개인,은련,체크,,,
1921,삼성카드,700013,삼성라운지,개인,마스터,신용,,,
1922,KB국민카드,834000,모아정보선불,개인,로컬,기프트,,,
1923,KB국민카드,834024,모아정보선불,개인,로컬,기프트,,,
1924,KB국민카드,834026,모아정보선불,개인,로컬,기프트,,,
1925,BC카드,900001,비씨카드,개인,로컬,신용,,,
1926,BC카드,900050,비씨카드,개인,로컬,신용,,,
1927,BC카드,900101,비씨체크카드,개인,로컬,체크,,,
1928,제주은행,903501,제주카드,개인,로컬,신용,,,
1929,제주은행,903502,제주카드,개인,로컬,신용,,,
1930,제주은행,903503,제주카드,개인,로컬,신용,,,
1931,제주은행,903504,제주카드,개인,로컬,신용,,,
1932,제주은행,903505,제주카드,개인,로컬,신용,,,
1933,제주은행,903516,제주체크카드,개인,로컬,체크,,,
1934,제주은행,903517,제주체크카드,개인,로컬,체크,,,
1935,제주은행,903518,제주체크카드,개인,로컬,체크,,,
1936,제주은행,903519,제주체크카드,개인,로컬,체크,,,
1937,제주은행,903520,제주체크카드,개인,로컬,체크,,,
1938,제주은행,903551,제주카드,개인,로컬,신용,,,
1939,제주은행,903552,제주카드,개인,로컬,신용,,,
1940,제주은행,903553,제주카드,개인,로컬,신용,,,
1941,제주은행,903554,제주카드,개인,로컬,신용,,,
1942,제주은행,903555,제주카드,개인,로컬,신용,,,
1943,BC카드,910003,IBK비씨카드,개인,로컬,신용,,,
1944,BC카드,910006,KB국민비씨카드,개인,로컬,신용,,,
1945,수협은행,910007,수협카드,개인,로컬,신용,,,
1946,BC카드,910011,NH비씨카드,개인,로컬,신용,,,
1947,BC카드,910012,NH비씨카드,개인,로컬,신용,,,
1948,BC카드,910020,우리카드,개인,로컬,신용,,,우리BC카드
1949,BC카드,910021,신한비씨카드,개인,로컬,신용,,,
1950,BC카드,910023,SC비씨카드,개인,로컬,신용,,,
1951,BC카드,910025,하나비씨카드,개인,로컬,신용,,,
1952,씨티카드,910027,씨티카드,개인,로컬,신용,,,
1953,BC카드,910031,대구비씨카드,개인,로컬,신용,,,
1954,BC카드,910032,부산비씨카드,개인,로컬,신용,,,
1955,광주은행,910034,광주신용,개인,로컬,신용,,,
1956,제주은행,910035,제주카드,개인,로컬,신용,,,
1957,BC카드,910036,씨티비씨카드,개인,로컬,신용,,,
1958,전북은행,910037,전북JB카드,개인,로컬,신용,,,
1959,BC카드,910039,경남비씨카드,개인,로컬,신용,,,
1960,BC카드,910050,비씨카드,개인,로컬,신용,,,
1961,BC카드,910120,우리카드,개인,로컬,신용,,,우리BC카드
1962,BC카드,910150,비씨카드,개인,로컬,신용,,,
1963,BC카드,910550,비씨GIFT,개인,로컬,기프트,,,
1964,BC카드,920002,KDB산업체크,개인,로컬,체크,,,
1965,BC카드,920003,IBK비씨체크,개인,로컬,체크,,,
1966,BC카드,920006,KB국민비씨체크,개인,로컬,체크,,,
1967,수협은행,920007,수협체크,개인,로컬,체크,,,
1968,BC카드,920009,유안타증권체크,개인,로컬,체크,,,
1969,BC카드,920011,NH비씨체크,개인,로컬,체크,,,
1970,BC카드,920012,NH비씨체크,개인,로컬,체크,,,
1971,BC카드,920013,NH비씨체크,개인,로컬,체크,,,
1972,BC카드,920014,NH비씨체크,개인,로컬,체크,,,
1973,BC카드,920018,KB증권체크,개인,로컬,체크,,,
1974,BC카드,920020,우리체크,개인,로컬,체크,,,우리BC카드
1975,BC카드,920021,신한비씨체크,개인,로컬,체크,,,
1976,BC카드,920023,SC비씨체크,개인,로컬,체크,,,
1977,BC카드,920025,하나비씨체크,개인,로컬,체크,,,
1978,씨티카드,920027,씨티체크,개인,로컬,체크,,,
1979,BC카드,920030,미래에셋체크,개인,로컬,체크,,,
1980,BC카드,920031,대구비씨체크,개인,로컬,체크,,,
1981,BC카드,920032,부산비씨체크,개인,로컬,체크,,,
1982,광주은행,920034,광주체크,개인,로컬,체크,,,
1983,제주은행,920035,제주체크,개인,로컬,체크,,,
1984,BC카드,920036,씨티비씨체크,개인,로컬,체크,,,
1985,전북은행,920037,전북JB체크,개인,로컬,체크,,,
1986,BC카드,920039,경남비씨체크,개인,로컬,체크,,,
1987,BC카드,920044,코나아이체크,개인,로컬,체크,,,
1988,BC카드,920045,새마을체크,개인,로컬,체크,,,
1989,BC카드,920048,신협체크카드,개인,로컬,체크,,,
1990,BC카드,920049,차이체크,개인,로컬,체크,,,
1991,BC카드,920050,비씨체크카드,개인,로컬,체크,,,
1992,BC카드,920051,중국은행체크,개인,로컬,체크,,,
1993,BC카드,920059,한국투자체크,개인,로컬,체크,,,
1994,BC카드,920061,교보증권체크,개인,로컬,체크,,,
1995,BC카드,920063,SK증권체크,개인,로컬,체크,,,
1996,BC카드,920064,산림조합체크,개인,로컬,체크,,,
1997,BC카드,920071,우체국체크,개인,로컬,체크,,,
1998,BC카드,920077,네이버페이체크,개인,로컬,체크,,,
1999,BC카드,920079,동부증권체크,개인,로컬,체크,,,
2000,BC카드,920080,유진증권체크,개인,로컬,체크,,,
2001,BC카드,920082,Fint체크,개인,로컬,체크,,,
2002,BC카드,920085,한패스체크,개인,로컬,체크,,,
2003,BC카드,920091,NH투자체크,개인,로컬,체크,,,
2004,BC카드,920092,카카오페이카드,개인,로컬,체크,,,
2005,BC카드,920093,Gmoney체크,개인,로컬,체크,,,
2006,BC카드,920094,모빌체크,개인,로컬,체크,,,
2007,BC카드,920095,저축비씨체크,개인,로컬,체크,,,
2008,BC카드,920096,케이뱅크체크,개인,로컬,체크,,,
2009,BC카드,920120,우리체크,개인,로컬,체크,,,우리BC카드
2010,BC카드,920215,농협은행체크,개인,로컬,체크,,,
2011,BC카드,920232,부산비씨체크,개인,로컬,체크,,,
2012,BC카드,920239,경남비씨체크,개인,로컬,체크,,,
2013,BC카드,920315,농협은행체크,개인,로컬,체크,,,
2014,BC카드,920432,부산비씨체크,개인,로컬,체크,,,
2015,BC카드,920439,경남비씨체크,개인,로컬,체크,,,
2016,BC카드,930003,IBK비씨카드,개인,로컬,신용,,,
2017,수협은행,930007,수협카드,개인,로컬,신용,,,
2018,BC카드,930011,NH비씨카드,개인,로컬,신용,,,
2019,BC카드,930020,우리카드,개인,로컬,신용,,,우리BC카드
2020,BC카드,930023,SC비씨카드,개인,로컬,신용,,,
2021,BC카드,930025,하나비씨카드,개인,로컬,신용,,,
2022,BC카드,930031,대구비씨카드,개인,로컬,신용,,,
2023,BC카드,930032,부산비씨카드,개인,로컬,신용,,,
2024,광주은행,930034,광주신용,개인,로컬,신용,,,
2025,전북은행,930037,전북JB카드,개인,로컬,신용,,,
2026,BC카드,930039,경남비씨카드,개인,로컬,신용,,,
2027,BC카드,930050,비씨GIFT,개인,로컬,기프트,,,
2028,BC카드,930051,비씨카드,개인,로컬,신용,,,
2029,광주은행,930102,광주GIFT,개인,로컬,기프트,,,
2030,BC카드,930103,IBK비씨GIFT,개인,로컬,기프트,,,
2031,광주은행,930107,광주GIFT,개인,로컬,기프트,,,
2032,BC카드,930111,NH농협비씨GIFT,개인,로컬,기프트,,,
2033,BC카드,930112,NH농협비씨GIFT,개인,로컬,기프트,,,
2034,광주은행,930118,광주GIFT,개인,로컬,기프트,,,
2035,BC카드,930120,우리GIFT,개인,로컬,기프트,,,우리BC카드
2036,BC카드,930123,SC비씨GIFT,개인,로컬,기프트,,,
2037,BC카드,930125,하나비씨GIFT,개인,로컬,기프트,,,
2038,BC카드,930131,대구비씨GIFT,개인,로컬,기프트,,,
2039,BC카드,930132,부산비씨GIFT,개인,로컬,기프트,,,
2040,BC카드,930139,경남비씨GIFT,개인,로컬,기프트,,,
2041,BC카드,930144,코나아이GIFT,개인,로컬,기프트,,,
2042,광주은행,930146,광주GIFT,개인,로컬,기프트,,,
2043,BC카드,930150,비씨GIFT,개인,로컬,기프트,,,
2044,BC카드,935003,IBK비씨체크,개인,로컬,체크,,,
2045,수협은행,935007,수협체크,개인,로컬,체크,,,
2046,BC카드,935016,비씨선불카드,개인,로컬,기프트,,,
2047,BC카드,935017,비씨선불카드,개인,로컬,기프트,,,
2048,BC카드,935020,우리체크,개인,로컬,체크,,,우리BC카드
2049,BC카드,935023,SC비씨체크,개인,로컬,체크,,,
2050,BC카드,935031,대구비씨체크,개인,로컬,체크,,,
2051,BC카드,935032,부산비씨체크,개인,로컬,체크,,,
2052,광주은행,935034,광주체크,개인,로컬,체크,,,
2053,전북은행,935037,전북JB체크,개인,로컬,체크,,,
2054,BC카드,935039,경남비씨체크,개인,로컬,체크,,,
2055,BC카드,935048,신협체크카드,개인,로컬,체크,,,
2056,BC카드,935071,우체국체크,개인,로컬,체크,,,
2057,BC카드,940011,NH농협체크,법인,로컬,체크,,,
2058,BC카드,940012,NH농협체크,법인,로컬,체크,,,
2059,씨티카드,940020,씨티카드,개인,로컬,신용,,,
2060,씨티카드,940030,씨티카드,개인,로컬,신용,,,
2061,씨티카드,940040,씨티카드,개인,로컬,신용,,,
2062,씨티카드,940060,씨티카드,개인,로컬,신용,,,
2063,씨티카드,940080,씨티카드,개인,로컬,신용,,,
2064,씨티카드,940090,씨티카드,개인,로컬,신용,,,
2065,씨티카드,940388,씨티체크,개인,로컬,체크,,,
2066,수협은행,940701,수협카드,개인,로컬,신용,,,
2067,수협은행,940702,수협체크,개인,로컬,체크,,,
2068,수협은행,940703,수협체크,개인,로컬,체크,,,
2069,수협은행,940704,수협카드,개인,로컬,신용,,,
2070,수협은행,940706,수협카드,개인,로컬,신용,,,
2071,수협은행,940707,수협체크,개인,로컬,체크,,,
2072,수협은행,940708,수협체크,개인,로컬,체크,,,
2073,롯데카드,940910,롯데카드,개인,로컬,신용,,,
2074,롯데카드,940911,롯데카드,개인,로컬,신용,,,
2075,롯데카드,940912,롯데카드,개인,로컬,신용,,,
2076,롯데카드,940913,롯데카드,개인,로컬,신용,,,
2077,롯데카드,940914,롯데카드,개인,로컬,신용,,,
2078,롯데카드,940915,롯데카드,개인,로컬,신용,,,
2079,롯데카드,940916,롯데카드,개인,로컬,신용,,,
2080,롯데카드,940917,롯데카드,개인,로컬,신용,,,
2081,롯데카드,940918,롯데카드,개인,로컬,신용,,,
2082,롯데카드,940919,롯데법인카드,법인,로컬,신용,,,
2083,롯데카드,940920,롯데법인카드,법인,로컬,신용,,,
2084,롯데카드,940921,롯데구매전용,법인,로컬,신용,,,
2085,롯데카드,940922,롯데구매전용,법인,로컬,신용,,,
2086,롯데카드,940923,롯데카드,개인,로컬,신용,,,
2087,롯데카드,940924,롯데카드,개인,로컬,신용,,,
2088,롯데카드,940925,롯데카드,개인,로컬,신용,,,
2089,롯데카드,940926,롯데카드,법인,로컬,신용,,,
2090,롯데카드,940927,롯데법인카드,법인,로컬,신용,,,
2091,롯데카드,940928,롯데법인카드,법인,로컬,신용,,,
2092,롯데카드,940929,롯데법인카드,법인,로컬,신용,,,
2093,롯데카드,940930,롯데법인카드,법인,로컬,신용,,,
2094,롯데카드,940931,롯데법인카드,법인,로컬,신용,,,
2095,롯데카드,940932,롯데법인카드,법인,로컬,신용,,,
2096,롯데카드,940933,롯데체크카드,법인,로컬,체크,,,
2097,롯데카드,940934,롯데택시유류,법인,로컬,신용,,,
2098,롯데카드,940935,롯데법인카드,법인,로컬,신용,,,
2099,롯데카드,940936,롯데법인카드,법인,로컬,신용,,,
2100,롯데카드,940937,롯데체크카드,개인,로컬,체크,,,
2101,롯데카드,940938,롯데체크카드,개인,로컬,체크,,,
2102,롯데카드,940939,롯데카드,개인,로컬,신용,,,
2103,롯데카드,940940,롯데법인카드,법인,로컬,신용,,,
2104,롯데카드,940941,롯데체크카드,개인,로컬,체크,,,
2105,롯데카드,940942,롯데메디플러스,법인,로컬,신용,,,
2106,롯데카드,940943,롯데체크카드,개인,로컬,체크,,,
2107,롯데카드,940945,롯데체크카드,개인,로컬,체크,,,
2108,롯데카드,940947,롯데카드,개인,로컬,신용,,,
2109,롯데카드,940948,롯데체크카드,개인,로컬,체크,,,
2110,롯데카드,940949,롯데카드,개인,로컬,신용,,,
2111,롯데카드,940951,롯데체크카드,개인,로컬,체크,,,
2112,롯데카드,940952,롯데체크카드,법인,로컬,체크,,,
2113,롯데카드,940953,롯데체크카드,법인,로컬,체크,,,
2114,롯데카드,940954,롯데아이행복,개인,로컬,신용,,,
2115,롯데카드,940955,롯데카드,개인,로컬,신용,,,
2116,롯데카드,940956,롯데체크카드,개인,로컬,체크,,,
2117,롯데카드,940957,롯데체크카드,개인,로컬,체크,,,
2118,롯데카드,940958,롯데카드,개인,로컬,신용,,,
2119,롯데카드,940960,롯데기프트카드,개인,로컬,기프트,,,
2120,롯데카드,940961,롯데기프트카드,개인,로컬,기프트,,,
2121,롯데카드,940962,롯데기프트카드,개인,로컬,기프트,,,
2122,롯데카드,940963,롯데기프트카드,개인,로컬,기프트,,,
2123,롯데카드,940964,롯데기프트카드,개인,로컬,기프트,,,
2124,롯데카드,940965,롯데기프트카드,개인,로컬,기프트,,,
2125,롯데카드,940966,롯데기프트카드,법인,로컬,기프트,,,
2126,롯데카드,940967,롯데기프트카드,개인,로컬,기프트,,,
2127,롯데카드,940968,롯데기프트카드,개인,로컬,기프트,,,
2128,롯데카드,940969,롯데기프트카드,개인,로컬,기프트,,,
2129,롯데카드,940970,롯데기프트카드,개인,로컬,기프트,,,
2130,롯데카드,940971,롯데대출전용,개인,로컬,신용,,,
2131,롯데카드,940972,롯데카드,개인,로컬,신용,,,
2132,롯데카드,940973,롯데기프트카드,개인,로컬,기프트,,,
2133,롯데카드,940974,롯데기프트카드,개인,로컬,기프트,,,
2134,롯데카드,940975,롯데기프트카드,개인,로컬,기프트,,,
2135,롯데카드,940976,롯데기프트카드,개인,로컬,기프트,,,
2136,롯데카드,940977,롯데기프트카드,개인,로컬,기프트,,,
2137,롯데카드,940978,롯데기프트카드,개인,로컬,기프트,,,
2138,롯데카드,940979,롯데기프트카드,개인,로컬,기프트,,,
2139,롯데카드,940980,롯데카드,개인,로컬,신용,,,
2140,롯데카드,940981,롯데카드,개인,로컬,신용,,,
2141,롯데카드,940982,롯데기프트카드,개인,로컬,기프트,,,
2142,롯데카드,940983,로카모빌리티,개인,로컬,기프트,,,
2143,롯데카드,940984,롯데카드,개인,로컬,신용,,,
2144,롯데카드,940985,롯데카드,개인,로컬,신용,,,
2145,롯데카드,940991,롯데카드,개인,로컬,신용,,,
2146,롯데카드,940999,롯데SME카드,개인,로컬,신용,,,
2147,하나카드,941000,하나카드,개인,로컬,신용,,,
2148,삼성카드,941002,삼성카드,개인,로컬,신용,,,
2149,BC카드,941003,BC 카드,개인,로컬,신용,,,
2150,삼성카드,941004,삼성카드,개인,로컬,신용,,,
2151,하나카드,941005,하나기업,법인,로컬,신용,,,
2152,BC카드,941006,BC 카드,개인,로컬,신용,,,
2153,수협은행,941008,수협체크,법인,로컬,체크,,,
2154,삼성카드,941009,삼성카드,개인,로컬,신용,,,
2155,삼성카드,941010,삼성카드,개인,로컬,신용,,,
2156,BC카드,941011,NH비씨카드,개인,로컬,신용,,,
2157,BC카드,941012,NH비씨카드,개인,로컬,신용,,,
2158,신한카드,941013,신한카드체크,개인,로컬,체크,,,
2159,신한카드,941014,신한카드선불,개인,로컬,기프트,,,
2160,신한카드,941015,신한유류구매,개인,로컬,신용,,,
2161,신한카드,941017,신한유류구매,개인,로컬,신용,,,
2162,신한카드,941018,신한유류구매,개인,로컬,신용,,,
2163,신한카드,941019,신한법인체크,법인,로컬,체크,,,
2164,BC카드,941020,비씨카드,개인,로컬,신용,,,
2165,BC카드,941021,신한비씨카드,개인,로컬,신용,,,
2166,BC카드,941022,우리카드,개인,로컬,신용,,,우리BC카드
2167,BC카드,941023,SC비씨카드,개인,로컬,신용,,,
2168,BC카드,941024,우리카드,개인,로컬,신용,,,우리BC카드
2169,BC카드,941025,하나SK비씨카드,개인,로컬,신용,,,
2170,삼성카드,941026,삼성법인,법인,로컬,신용,,,
2171,BC카드,941027,씨티비씨카드,개인,로컬,신용,,,
2172,삼성카드,941028,삼성카드,개인,로컬,신용,,,
2173,삼성카드,941029,삼성체크,개인,로컬,체크,,,
2174,삼성카드,941030,삼성카드,개인,로컬,신용,,,
2175,BC카드,941031,대구비씨카드,개인,로컬,신용,,,
2176,BC카드,941032,부산비씨카드,개인,로컬,신용,,,
2177,삼성카드,941034,삼성카드,개인,로컬,신용,,,
2178,삼성카드,941035,삼성카드,개인,로컬,신용,,,
2179,BC카드,941036,씨티비씨카드,개인,로컬,신용,,,
2180,삼성카드,941037,삼성기프트,개인,로컬,기프트,,,
2181,삼성카드,941038,삼성카드,개인,로컬,신용,,,
2182,BC카드,941039,경남비씨카드,개인,로컬,신용,,,
2183,하나카드,941040,코나카드,개인,로컬,체크,2023. 10,변경,
2184,하나카드,941041,코나카드,개인,로컬,체크,2023. 10,변경,
2185,하나카드,941042,코나카드,개인,로컬,체크,2023. 10,변경,
2186,하나카드,941043,나이스정보통신,개인,로컬,체크,2023. 10,변경,
2187,KB국민카드,941044,KB구매전용카드,법인,로컬,신용,,,
2188,하나카드,941045,나이스정보통신,개인,로컬,체크,2023. 10,변경,
2189,하나카드,941046,나이스정보통신,개인,로컬,체크,2023. 10,변경,
2190,하나카드,941047,나이스정보통신,개인,로컬,체크,2023. 10,변경,
2191,하나카드,941048,카카오페이,개인,로컬,체크,2024. 04,변경,
2192,KB국민카드,941049,KB 기업카드,법인,로컬,신용,,,
2193,하나카드,941050,하나카드,개인,로컬,신용,,,
2194,하나카드,941051,하나체크카드,개인,로컬,체크,,,
2195,하나카드,941052,하나체크카드,개인,로컬,체크,,,
2196,하나카드,941053,하나체크카드,법인,로컬,체크,,,
2197,하나카드,941056,하나기업,법인,로컬,신용,,,
2198,하나카드,941057,하나기업,법인,로컬,신용,,,
2199,하나카드,941058,하나기업,법인,로컬,신용,,,
2200,삼성카드,941059,삼성카드,개인,로컬,신용,,,
2201,롯데카드,941060,롯데카드,개인,로컬,신용,,,
2202,신한카드,941061,신한카드,개인,로컬,신용,,,
2203,신한카드,941062,신한카드,개인,로컬,신용,,,
2204,신한카드,941063,신한카드선불,개인,로컬,기프트,,,
2205,신한카드,941064,신한카드법인,법인,로컬,신용,,,
2206,롯데카드,941065,롯데카드,법인,로컬,신용,,,
2207,신한카드,941066,신한카드선불,법인,로컬,기프트,,,
2208,신한카드,941067,신한카드선불,법인,로컬,기프트,,,
2209,신한카드,941068,신한카드법인,법인,로컬,신용,,,
2210,신한카드,941069,신한카드선불,법인,로컬,기프트,,,
2211,신한카드,941073,신한GIFT,개인,로컬,기프트,,,
2212,신한카드,941074,신한카드,개인,로컬,신용,,,
2213,신한카드,941075,신한카드체크,개인,로컬,체크,,,
2214,신한카드,941076,신한카드선불,개인,로컬,기프트,,,
2215,롯데카드,941077,롯데체크카드,개인,로컬,체크,,,
2216,BC카드,941078,신한비씨카드,개인,로컬,신용,,,
2217,신한카드,941080,신한카드,개인,로컬,신용,,,
2218,신한카드,941081,신한카드법인,법인,로컬,신용,,,
2219,신한카드,941082,신한카드체크,개인,로컬,체크,,,
2220,신한카드,941083,신한선불카드,개인,로컬,기프트,,,
2221,신한카드,941084,신한카드,개인,로컬,신용,,,
2222,삼성카드,941085,삼성카드,개인,로컬,신용,,,
2223,신한카드,941086,신한카드선불,개인,로컬,기프트,,,
2224,삼성카드,941087,삼성카드,개인,로컬,신용,,,
2225,삼성카드,941088,삼성카드,개인,로컬,체크,,,
2226,삼성카드,941089,삼성카드,개인,로컬,신용,,,
2227,삼성카드,941090,삼성카드,개인,로컬,기프트,,,
2228,삼성카드,941091,삼성카드,개인,로컬,신용,,,
2229,삼성카드,941092,삼성카드,개인,로컬,신용,,,
2230,삼성카드,941093,삼성카드,개인,로컬,신용,,,
2231,삼성카드,941094,삼성기프트,개인,로컬,기프트,,,
2232,신한카드,941096,신한선불카드,개인,로컬,기프트,,,
2233,신한카드,941097,신한기프트카드,개인,로컬,기프트,,,
2234,신한카드,941098,신한GIFT,개인,로컬,기프트,,,
2235,신한카드,941099,신한GIFT,개인,로컬,기프트,,,
2236,신한카드,941111,신한카드체크,개인,로컬,체크,,,
2237,신한카드,941112,신한카드체크,개인,로컬,체크,,,
2238,NH농협카드,941116,NH카드,개인,로컬,신용,,,
2239,NH농협카드,941117,NH카드,개인,로컬,신용,,,
2240,BC카드,941120,비씨체크카드,개인,로컬,체크,,,
2241,신한카드,941122,신한카드,개인,로컬,신용,,,
2242,BC카드,941150,비씨카드,개인,로컬,신용,,,
2243,신한카드,941161,신한카드체크,개인,로컬,체크,,,
2244,BC카드,941163,SK증권체크,개인,로컬,체크,,,
2245,신한카드,941177,신한카드,개인,로컬,신용,,,
2246,신한카드,941178,신한카드,개인,로컬,신용,,,
2247,신한카드,941179,신한카드,개인,로컬,기프트,,,
2248,신한카드,941180,신한카드기프트,개인,로컬,기프트,,,
2249,하나카드,941181,하나카드,개인,로컬,신용,,,
2250,신한카드,941183,신한카드체크,개인,로컬,체크,,,
2251,신한카드,941184,신한화물복지,개인,로컬,신용,,,
2252,신한카드,941185,국민행복체크,개인,로컬,체크,,,
2253,신한카드,941186,국민행복체크,개인,로컬,체크,,,
2254,신한카드,941187,국민행복신용,개인,로컬,신용,,,
2255,신한카드,941188,신한카드,개인,로컬,신용,,,
2256,신한카드,941189,신한카드체크,개인,로컬,체크,,,
